02:14:06,20.1,0
02:14:07,20.1,0
02:14:09,20.1,0
02:14:09,20.1,0
02:14:10,20.1,0
02:14:11,20.1,0
02:14:12,20.1,0
02:14:12,20.1,0
02:14:13,20.1,0
02:14:14,20.1,0
02:14:15,20.1,0
02:14:16,20.1,0
02:14:16,20.1,0
02:14:17,20.1,0
02:14:18,20.1,0
02:14:19,20.1,0
02:14:19,20.1,0
02:14:20,20.1,0
02:14:21,20.1,0
02:14:22,20.1,0
02:14:23,20.1,0
02:14:23,20.1,0
02:14:24,20.1,0
02:14:25,20.1,0
02:14:26,20.1,0
02:14:26,20.1,0
02:14:27,20.1,0
02:14:29,20.1,0
02:14:30,20.1,0
02:14:30,20.1,0
02:14:31,20.1,0
02:14:32,20.1,0
02:14:33,20.1,0
02:14:34,20.1,0
02:14:34,20.1,0
02:14:35,20.1,0
02:14:36,20.1,0
02:14:37,20.1,0
02:14:37,20.1,0
02:14:38,20.1,0
02:14:39,20.1,0
02:14:40,20.1,0
02:14:40,20.1,0
02:14:41,20.1,0
02:14:42,20.1,0
02:14:43,20.1,0
02:14:44,20.1,0
02:14:44,20.1,0
02:14:45,20.1,0
02:14:46,20.1,0
02:14:47,20.1,0
02:14:47,20.1,0
02:14:48,20.1,0
02:14:49,20.1,0
02:14:50,20.1,0
02:14:50,20.1,0
02:14:51,20.1,0
02:14:52,20.1,0
02:14:53,20.1,0
02:14:53,20.1,0
02:14:54,20.1,0
02:14:55,20.1,0
02:14:56,20.1,0
02:14:57,20.1,0
02:14:57,20.1,0
02:14:58,20.1,0
02:14:59,20.1,0
02:15:00,20.1,0
02:15:00,20.1,0
02:15:01,20.1,0
02:15:02,20.1,0
02:19:04,20.1,100
02:20:04,20.1,0
02:21:04,20.1,0
02:22:03,20.1,0
02:23:08,20.1,0
02:29:08,20.1,0
02:30:08,20.1,0
02:31:08,20.1,0
02:32:08,20.1,0
02:33:08,20.1,0
02:34:08,20.1,0
02:35:08,20.1,0
02:36:08,20.1,0
02:37:07,20.1,0
02:38:07,20.1,0
02:39:08,20.1,0
02:40:09,20.1,0
02:41:08,20.1,0
02:42:08,20.1,0
02:43:08,20.1,0
02:44:08,20.1,0
02:45:08,20.1,0
02:58:07,20.1,0
02:59:07,20.1,0
03:00:07,20.1,0
03:01:08,20.2,8599
03:02:07,20.2,0
03:03:07,20.2,0
03:04:07,20.2,0
03:05:07,20.3,152
03:06:07,20.3,0
03:07:07,20.2,452
03:08:07,20.2,0
03:09:07,20.2,0
03:10:08,20.2,0
03:17:10,20.2,5484
03:18:10,20.2,0
03:19:10,20.2,0
03:20:10,20.2,0
03:21:11,20.2,0
03:22:10,20.2,0
03:23:11,20.2,5000
03:24:11,20.2,0
03:25:11,20.2,0
03:26:10,20.2,0
03:27:10,20.2,0
03:28:11,20.2,0
03:29:11,20.2,0
03:30:10,20.2,0
03:31:11,20.2,3365
03:32:10,20.2,0
03:33:10,20.2,0
03:34:10,20.2,0
03:35:10,20.2,0
03:36:11,20.2,0
03:37:10,20.2,0
03:38:11,20.2,0
03:39:11,20.4,28292
03:40:11,20.4,0
03:41:11,20.4,0
03:42:10,20.4,0
03:43:10,20.2,30000
03:44:12,20.2,0
03:45:11,20.2,0
03:46:11,20.2,0
03:47:11,20.2,0
03:48:11,20.2,0
03:49:11,20.2,0
03:50:11,20.2,0
03:51:11,20.2,0
03:52:11,20.2,0
03:53:11,20.2,0
03:54:11,20.2,0
03:55:11,20.2,500
03:56:11,20.2,0
03:57:11,20.3,100
03:58:12,20.3,0
03:59:11,20.2,1400
04:00:11,20.2,0
04:01:11,20.2,1000
04:02:12,20.2,0
04:03:12,20.3,25000
04:04:11,20.3,0
04:05:11,20.4,18600
04:06:11,20.4,0
04:07:12,20.4,2000
04:08:11,20.4,0
04:09:11,20.4,0
04:10:11,20.4,0
04:11:12,20.4,1200
04:12:12,20.4,0
04:13:48,20.4,3000
04:14:11,20.4,0
04:15:12,20.8,46840
04:16:12,20.8,0
04:17:11,20.8,0
04:18:11,20.8,0
04:19:11,20.3,170
04:20:11,20.3,0
04:21:11,20.3,0
04:22:12,20.3,0
04:23:11,20.3,0
04:24:12,20.3,0
04:25:12,20.5,1000
04:26:11,20.5,0
04:27:12,20.5,0
04:28:12,20.5,0
04:29:11,20.3,620
04:30:15,20.3,0
04:31:11,20.3,1000
04:32:12,20.3,0
04:33:11,20.3,0
04:34:11,20.3,0
04:35:12,20.3,0
04:36:11,20.3,0
04:37:11,20.3,0
04:38:11,20.3,0
04:39:11,20.3,0
04:40:11,20.3,0
04:41:11,20.3,0
04:42:11,20.3,0
04:43:11,20.3,0
04:44:11,20.3,0
04:45:12,20.3,0
04:46:11,20.3,0
04:47:11,20.3,0
04:48:11,20.3,0
04:49:11,20.3,0
04:50:11,20.3,0
04:51:12,20.3,0
04:52:12,20.3,0
04:53:12,20.3,0
04:54:12,20.3,0
04:55:13,20.3,0
04:56:12,20.3,0
04:57:11,20.3,0
04:58:11,20.3,0
